name,taxon,status_species,spending,region_num,priority,priority_threat,priority_potential,priority_rarity,conflict,ngenus,CommonNameFlag,ngrams_science,ngrams_common
Prunus geniculata,Plants,3,30606.86,1,2,3,2,2,0,263,0,-0.1544856,-0.1198269
Leavenworthia texana,Plants,1,2655.25,1,NA,NA,NA,NA,NA,8,0,-0.1638258,-0.122832
Suaeda californica,Plants,1,5610.748,1,8,2,2,2,0,83,0,-0.1210367,-0.12220109999999999
Isotria medeoloides,Plants,2,591266,3,14,1,2,2,0,2,0,-0.04929889,-0.09870942
Eugenia koolauensis,Plants,1,129007.4,1,5,3,1,2,0,231,0,-0.1638258,-0.122832
Munroidendron racemosum,Plants,1,17588.99,1,5,3,1,2,0,17,0,-0.1638258,-0.122832
Phacelia formosula,Plants,1,12977.02,1,8,2,2,2,0,166,0,-0.1467981,-0.1213405
Apios priceana,Plants,3,68461.54,2,8,2,2,2,0,7,0,-0.1347106,-0.1209852
Amaranthus brownii,Plants,1,16038.73,1,5,3,1,2,0,68,0,-0.1638258,-0.122832
Solanum sandwicense,Plants,1,24850.08,1,2,3,2,2,0,1118,0,-0.1638258,-0.122832
Myrsine juddii,Plants,1,9964.336,1,8,2,2,2,0,45,0,-0.1638258,-0.122832
Bidens micrantha ssp. ctenophylla,Plants,1,33046.63,1,3,3,2,1,1,50,0,-0.1638258,-0.122832
Clarkia imbricata,Plants,1,10354.45,1,5,3,1,2,0,42,0,-0.1558615,-0.1220429
Melicope puberula,Plants,1,11210.26,1,5,3,1,2,0,49,0,-0.1638258,-0.122832
Diellia mannii,Plants,1,18990.14,1,5,3,1,2,0,100,0,-0.1638258,-0.122832
Amphianthus pusillus,Plants,2,6995.562,1,13,1,2,3,0,26,0,-0.1348971,-0.1214482
Sagittaria fasciculata,Plants,2,63684.13,1,5,3,1,2,1,39,0,-0.1488868,-0.1199462
Spiranthes delitescens,Plants,1,7250.875,1,2,3,2,2,1,48,0,-0.1578095,-0.1221082
Cyanea kuhihewa,Plants,Prob. Extinct,15755.84,1,5,3,1,2,0,10,0,-0.1638258,-0.122832
Lobelia gaudichaudii ssp. koolauensis,Plants,1,8622.414,1,6,3,1,1,0,53,0,-0.1638258,-0.122832
Brighamia rockii,Plants,1,15082.84,1,2,3,2,2,0,2,1,0.02321769,0.4701201
Argyroxiphium kauense,Plants,1,14726.42,1,2,3,2,2,0,6,0,-0.1638258,-0.122832
Hemizonia conjugens,Plants,1,115141.9,1,8,2,2,2,1,1,0,-0.1627048,-0.122832
Urera kaalae,Plants,1,12132.45,1,5,3,1,2,0,21,0,-0.1154554,-0.1208598
Oxypolis canbyi,Plants,2,332736.5,2,5,3,1,2,0,7,0,-0.1638258,-0.122832
Cyanea copelandii ssp. haleakalaensis,Plants,1,52254.3,1,6,3,1,1,0,10,0,-0.1638258,-0.122832
Castilleja affinis ssp. neglecta,Plants,1,4146.275,1,9,2,2,1,1,108,0,-0.1638258,-0.122832
Arctostaphylos morroensis,Plants,1,1225.5,1,8,2,2,2,0,78,0,-0.1345117,-0.1210891
Trifolium stoloniferum,Plants,3,698596.3,3,8,2,2,2,0,229,0,-0.05659339,-0.08990825
Euphorbia telephioides,Plants,1,42187.84,1,2,3,2,2,1,1982,0,-0.142128,-0.1223277
Myrsine linearifolia,Plants,1,11465.57,1,2,3,2,2,0,45,0,-0.1638258,-0.122832
Stephanomeria malheurensis,Plants,1,13991.12,1,2,3,2,2,0,14,0,-0.06373961,-0.1202413
Cyanea grimesiana ssp. grimesiana,Plants,1,19686.64,1,6,3,1,1,0,10,0,-0.1638258,-0.122832
Oenothera californica ssp. eurekensis,Plants,2,51536.36,NA,15,1,2,1,0,93,0,-0.1638258,-0.122832
Isoetes tegetiformans,Plants,1,10723.12,1,5,3,1,2,0,121,0,-0.1638258,-0.122832
Dryopteris podosora,Plants,1,6355.239,1,6,3,1,1,0,259,0,-0.1638258,-0.122832
Layia carnosa,Plants,2,80814.58,1,8,2,2,2,0,14,0,-0.1638258,-0.122832
Deeringothamnus pulchellus,Plants,1,1736.125,1,2,3,2,2,0,2,0,-0.1611443,-0.1221825
Chamaesyce deppeana,Plants,1,5645.47,1,5,3,1,2,0,1982,0,-0.1638258,-0.122832
Helianthus paradoxus,Plants,2,33394.88,1,8,2,2,2,0,65,0,-0.003124781,-0.1177997
Scutellaria floridana,Plants,2,32021.29,1,2,3,2,2,1,113,0,-0.1498595,-0.1216576
Penstemon penlandii,Plants,1,23488.75,1,14,1,2,2,0,248,0,-0.1638258,-0.122832
Oligoneuron houghtonii,Plants,3,91860.42,2,8,2,2,2,1,1,0,-0.1638258,-0.122832
Cyanea truncata,Plants,Prob. Extinct,12235.6,1,5,3,1,2,0,10,0,-0.1638258,-0.122832
Rhodiola integrifolia ssp. leedyi,Plants,1,2384.619,3,9,2,2,1,0,3,0,-0.1638258,-0.1192545
Phyllostegia hirsuta,Plants,1,142747.3,1,5,3,1,2,0,33,0,-0.1638258,-0.122832
Phyllostegia waimeae,Plants,1,11993.56,1,5,3,1,2,0,33,0,-0.1638258,-0.122832
Campanula robinsiae,Plants,1,5310.5,1,8,2,2,2,0,402,0,-0.1638258,-0.122832
Agalinis acuta,Plants,1,44268.12,1,5,3,1,2,1,34,0,-0.1516041,-0.1186436
Coryphantha scheeri var. robustispina,Plants,2,68821.02,1,3,3,2,1,0,44,0,-0.1638258,-0.1191986
Phyllostegia bracteata,Plants,1,83560.72,1,5,3,1,2,0,33,0,-0.1638258,-0.122832
Harrisia fragrans,Plants,1,1736.125,1,3,3,2,1,0,21,0,-0.1638258,-0.122832
Hibiscadelphus giffardianus,Plants,Prob. Extinct,13430.46,1,5,3,1,2,0,8,0,-0.1638258,-0.122832
Sanicula mariversa,Plants,1,126712.6,1,5,3,1,2,0,37,0,-0.1638258,-0.122832
Conradina etonia,Plants,1,5106.25,1,8,2,2,2,1,6,0,-0.1574874,-0.121953
Astragalus lentiginosus var. piscinensis,Plants,1,65809.35,1,9,2,2,1,0,431,0,-0.1638258,-0.122832
Huperzia mannii,Plants,1,52958.96,1,5,3,1,2,0,39,0,-0.1638258,-0.122832
Mimulus glabratus var. michiganensis,Plants,1,4799.875,1,9,2,2,1,1,1,1,-0.1638258,-0.122832
Solidago shortii,Plants,1,12112.02,2,8,2,2,2,0,89,0,-0.1638258,-0.122832
Lesquerella kingii ssp. bernardina,Plants,1,595.3887,1,9,2,2,1,NA,91,1,-0.1638258,-0.1222512
Stenogyne kanehoana,Plants,Prob. Extinct,130929.4,1,5,3,1,2,0,22,0,-0.1638258,-0.122832
Phyllostegia warshaueri,Plants,1,13593.86,1,5,3,1,2,0,33,0,-0.1638258,-0.122832
Hibiscus clayi,Plants,1,6310.304,1,5,3,1,2,0,37,0,-0.140999,-0.1220632
Lesquerella tumulosa,Plants,1,10423.9,1,8,2,2,2,NA,91,0,-0.1590618,-0.121953
Lipochaeta tenuifolia,Plants,1,27308.22,1,8,2,2,2,0,7,0,-0.1638258,-0.122832
Delissea rivularis,Plants,1,16498.29,1,5,3,1,2,0,15,0,-0.1638258,-0.122832
Arctostaphylos hookeri ssp. franciscana,Plants,1,109784.4,1,2,3,2,2,1,78,1,-0.1638258,-0.1198658
Viola kauaensis var. wahiawaensis,Plants,1,11993.56,1,6,3,1,1,0,109,0,-0.1638258,-0.122832
Cyanea procera,Plants,1,13816.49,1,5,3,1,2,0,10,0,-0.1638258,-0.122832
Cyanea remyi,Plants,1,11781.14,1,5,3,1,2,0,10,0,-0.1638258,-0.122832
Phyllostegia hispida,Plants,1,13816.49,1,5,3,1,2,0,33,0,-0.1638258,-0.122832
Rollandia st.-johnii,Plants,1,15647.59,1,5,3,1,2,0,2,0,-0.1638258,-0.122832
Hibiscus brackenridgei,Plants,1,159797,1,2,3,2,2,0,37,0,-0.1638258,-0.122832
Huperzia nutans,Plants,1,22344.95,1,5,3,1,2,0,39,0,-0.1638258,-0.122832
Remya mauiensis,Plants,1,7199.812,1,5,3,1,2,0,3,0,-0.1638258,-0.122832
Pritchardia remota ssp. 1,Plants,1,5049.06,1,5,3,1,2,0,20,0,-0.1638258,-0.122832
Viola helenae,Plants,1,11993.56,1,2,3,2,2,0,109,0,-0.1638258,-0.122832
Packera layneae,Plants,2,59252.93,1,5,3,1,2,1,56,1,-0.1638258,-0.1214794
Lesquerella globosa,Plants,2,100399.1,2,8,2,2,2,NA,91,0,-0.1638258,-0.122832
Pteralyxia macrocarpa,Plants,1,15695.59,1,5,3,1,2,0,2,0,-0.1036987,-0.1009978
Cyanea lanceolata,Plants,1,14660.04,1,5,3,1,2,0,10,0,-0.1638258,-0.122832
Sarracenia oreophila,Plants,2,72192.16,1,8,2,2,2,0,32,0,-0.1638258,-0.122832
Hibiscus arnottianus ssp. immaculatus,Plants,1,7840.136,1,3,3,2,1,0,37,0,-0.1638258,-0.122832
Dicerandra cornutissima,Plants,2,22161.12,1,2,3,2,2,1,5,0,-0.1575014,-0.1220693
Jacquemontia reclinata,Plants,1,10927.38,1,2,3,2,2,0,19,0,-0.1638258,-0.122832
Eremogone ursina,Plants,1,820.0638,1,8,2,2,2,0,47,1,-0.1638258,-0.1204011
Kanaloa kahoolawensis,Plants,1,12142.66,1,1,3,2,3,0,1,1,-0.09180161,0.1766596
Lespedeza leptostachya,Plants,3,11499.27,1,8,2,2,2,0,44,0,-0.09632401,-0.1225391
Physaria douglasii ssp. tuplashensis,Plants,1,21114.34,1,9,2,2,1,NA,91,1,-0.1638258,-0.05790331
Cyanea dolichopoda,Plants,Prob. Extinct,15755.84,1,5,3,1,2,0,10,0,-0.1638258,-0.122832
Delphinium variegatum ssp. kinkiense,Plants,2,109206.3,1,15,1,2,1,0,73,1,-0.1638258,-0.1219849
Streptanthus niger,Plants,1,1787.188,1,5,3,1,2,1,36,0,-0.1394144,-0.1208901
Lasthenia burkei,Plants,1,97730.56,1,2,3,2,2,1,18,0,-0.1432523,-0.1211754
Remya kauaiensis,Plants,1,9416.946,1,5,3,1,2,0,3,0,-0.1638258,-0.122832
Rollandia longiflora,Plants,1,126860.7,1,11,2,1,2,0,2,0,-0.1638258,-0.122832
Delissea rhytidosperma,Plants,1,11941.48,1,5,3,1,2,0,15,0,-0.1638258,-0.122832
Amaranthus pumilus,Plants,2,412962.9,2,8,2,2,2,1,68,0,-0.03059209,-0.1089377
Melicope mucronulata,Plants,1,13764.41,1,5,3,1,2,0,49,1,-0.09586923,2.05211
Fremontodendron decumbens,Plants,1,4953.062,1,6,3,1,1,1,3,0,-0.1329829,-0.1200055
Clitoria fragrans,Plants,3,317994.8,1,14,1,2,2,0,15,0,-0.1638258,-0.122832
Eragrostis fosbergii,Plants,1,9858.126,1,5,3,1,2,0,123,0,-0.1638258,-0.122832
Swallenia alexandrae,Plants,2,51638.49,1,13,1,2,3,0,1,0,-0.1638258,-0.122832
Argyroxiphium sandwicense ssp. macrocephalum,Plants,2,133954.3,1,9,2,2,1,0,6,0,-0.1638258,-0.122832
Dubautia plantaginea ssp. humilis,Plants,1,12960.68,1,8,2,2,2,0,30,0,-0.1638258,-0.122832
Keysseria helenae,Plants,1,6542.127,1,2,3,2,2,0,3,0,-0.1638258,-0.122832
Pritchardia affinis,Plants,Prob. Extinct,12201.9,1,5,3,1,2,0,20,0,-0.1638258,-0.122832
Lepidium barnebyanum,Plants,1,4974.509,1,11,2,1,2,1,144,0,-0.1638258,-0.122832
Cryptantha crassipes,Plants,1,37426.77,1,5,3,1,2,1,116,0,-0.1638258,-0.122832
Dubautia waialealae,Plants,1,8639.775,1,2,3,2,2,0,30,0,-0.1638258,-0.122832
Spermolepis hawaiiensis,Plants,2,125102.1,1,5,3,1,2,0,4,0,-0.1638258,-0.122832
Erysimum teretifolium,Plants,1,102.125,1,5,3,1,2,0,24,0,-0.144428,-0.1226766
Brighamia insignis,Plants,1,12094.66,1,5,3,1,2,0,2,0,-0.06452806,0.4701201
Cyrtandra viridiflora,Plants,1,13973.76,1,5,3,1,2,0,680,0,-0.1638258,-0.122832
Pilosocereus robinii,Plants,1,11558.51,1,5,3,1,2,1,45,0,-0.1381137,-0.116901
Melicope saint-johnii,Plants,1,7798.265,1,8,2,2,2,0,49,0,-0.1638258,-0.122832
Arabis serotina,Plants,2,49068,1,11,2,1,2,0,103,0,-0.1356235,-0.122524
Lysimachia daphnoides,Plants,1,11210.26,1,2,3,2,2,0,126,0,-0.1638258,-0.122832
Euphorbia haeleeleana,Plants,1,11715.78,1,5,3,1,2,0,1982,0,-0.1638258,-0.122832
Cyrtandra munroi,Plants,1,8133.235,1,5,3,1,2,0,680,0,-0.1638258,-0.122832
Cyrtandra subumbellata,Plants,1,6449.194,1,8,2,2,2,0,680,0,-0.1638258,-0.122832
Potentilla hickmanii,Plants,1,90783,1,5,3,1,2,1,284,0,-0.130333,-0.122524
Sibara filifolia,Plants,2,104512.7,1,11,2,1,2,0,9,0,-0.1638258,-0.122832
Primula maguirei,Plants,1,102.125,1,15,1,2,1,0,307,0,-0.1638258,-0.122832
Astragalus bibullatus,Plants,1,38399,1,2,3,2,2,0,431,0,-0.1638258,-0.122832
Lysimachia pendens,Plants,1,11948.62,1,5,3,1,2,0,126,0,-0.1638258,-0.122832
Neraudia angulata,Plants,1,134680.4,1,5,3,1,2,0,5,0,-0.1638258,-0.122832
Erigeron rhizomatus,Plants,2,14710.08,1,14,1,2,2,0,197,0,-0.1505707,-0.1227186
Oenothera deltoides ssp. howellii,Plants,1,37465.58,1,3,3,2,1,0,93,0,-0.1638258,-0.122832
Chorizanthe orcuttiana,Plants,1,163708.4,1,5,3,1,2,0,33,0,-0.1544324,-0.1217854
Eriogonum apricum,Plants,2,3676.5,1,2,3,2,2,1,231,0,-0.1462869,-0.1224546
Plantago hawaiensis,Plants,1,16597.35,1,5,3,1,2,0,209,0,-0.1638258,-0.122832
Cyrtandra polyantha,Plants,1,10510.7,1,5,3,1,2,0,680,0,-0.1638258,-0.122832
Lesquerella pallida,Plants,1,2655.25,1,2,3,2,2,NA,91,0,-0.1448263,-0.1151585
Halophila johnsonii,Plants,2,129058.4,NA,5,3,1,2,NA,15,0,-0.1638258,-0.122832
Geranium multiflorum,Plants,2,54951.42,1,8,2,2,2,0,151,0,-0.1638258,-0.122832
Centaurium namophilum,Plants,2,18369.22,1,14,1,2,2,0,30,0,-0.1638258,-0.122832
Clermontia samuelii,Plants,1,102437.5,1,5,3,1,2,0,23,0,-0.1638258,-0.122832
Sclerocactus wrightiae,Plants,2,67811,1,11,2,1,2,0,25,0,-0.1260884,-0.1215596
Poa sandvicensis,Plants,1,9394.479,1,5,3,1,2,NA,290,0,-0.1141241,-0.1224754
Dudleya traskiae,Plants,1,510.625,1,8,2,2,2,0,29,0,-0.1480707,-0.122832
Schwalbea americana,Plants,2,573297.1,2,7,2,2,3,0,1,0,-0.1105739,-0.1138049
Nolina brittoniana,Plants,3,265596.5,1,8,2,2,2,0,16,0,-0.1638258,-0.122832
Tuctoria greenei,Plants,1,14876.55,2,2,3,2,2,1,3,0,-0.1638258,-0.122832
Schiedea hookeri,Plants,1,8248.636,1,8,2,2,2,0,34,0,-0.1638258,-0.122832
Chorizanthe robusta var. robusta,Plants,1,306.375,1,9,2,2,1,0,33,0,-0.1638258,-0.1175381
Calystegia stebbinsii,Plants,1,11866.92,1,5,3,1,2,1,24,0,-0.14354,-0.1216531
Grindelia fraxinipratensis,Plants,2,43946.43,1,14,1,2,2,0,48,0,-0.1638258,-0.122832
Allium munzii,Plants,1,118.465,1,8,2,2,2,1,510,0,-0.1638258,-0.122832
Pittosporum napaliense,Plants,1,222486.5,1,2,3,2,2,0,73,0,-0.1638258,-0.122832
Pseudobahia peirsonii,Plants,1,18002.6,1,2,3,2,2,0,3,0,-0.1590354,-0.1220046
Ranunculus aestivalis,Plants,1,4187.125,1,5,3,1,2,0,366,0,-0.1638258,-0.1209892
Alsinidendron obovatum,Plants,1,131180.6,1,5,3,1,2,0,34,0,-0.1638258,-0.122832
Keysseria erici,Plants,1,6542.127,1,2,3,2,2,0,3,0,-0.1638258,-0.122832
Bidens conjuncta,Plants,1,7097.688,1,2,3,2,2,0,50,0,-0.1638258,-0.122832
Ipomopsis sancti-spiritus,Plants,1,38603.25,1,2,3,2,2,0,25,0,-0.153643,-0.1218565
Plagiobothrys hirtus,Plants,1,169527.5,1,2,3,2,2,1,62,0,-0.1638258,-0.122832
Verbena californica,Plants,2,10212.5,1,14,1,2,2,0,42,0,-0.1590478,-0.122832
Townsendia aprica,Plants,2,311738.6,1,5,3,1,2,1,26,0,-0.1638258,-0.122832
Harrisia aboriginum,Plants,1,714.875,1,5,3,1,2,0,21,0,-0.1638258,-0.122832
Rollandia humboldtiana,Plants,1,18474.41,1,5,3,1,2,0,2,0,-0.1638258,-0.122832
Cardamine micranthera,Plants,2,39210.89,2,5,3,1,2,NA,190,0,-0.1638258,-0.122832
Kokia kauaiensis,Plants,1,17272.4,1,5,3,1,2,0,4,0,-0.1638258,-0.122832
Panicum fauriei var. carteri,Plants,1,6959.819,1,9,2,2,1,0,152,0,-0.1638258,-0.122832
Isodendrion pyrifolium,Plants,1,56137.09,1,2,3,2,2,0,4,0,-0.001307382,-0.1221984
Pteralyxia kauaiensis,Plants,1,8534.586,1,5,3,1,2,0,2,1,-0.1467416,-0.1009978
Cyrtandra waiolani,Plants,Prob. Extinct,10159.4,1,5,3,1,2,0,680,0,-0.1638258,-0.122832
Psychotria hobdyi,Plants,1,7121.176,1,5,3,1,2,0,33,0,-0.1638258,-0.122832
Pogogyne abramsii,Plants,1,165484.4,1,8,2,2,2,1,7,0,-0.1638258,-0.122832
Pseudobahia bahiifolia,Plants,2,11325.66,1,5,3,1,2,1,3,0,-0.1453322,-0.1219292
Xylosma crenata,Plants,1,18184.38,1,5,3,1,2,0,25,0,-0.1638258,-0.122832
Bidens hillebrandiana ssp. hillebrandiana,Plants,1,6382.812,1,6,3,1,1,0,50,0,-0.1638258,-0.122832
Bonamia menziesii,Plants,1,12200.87,1,2,3,2,2,0,9,0,-0.1638258,-0.122832
Rollandia angustifolia,Plants,1,138782.8,1,5,3,1,2,0,2,0,-0.1638258,-0.122832
Trichostema austromontanum ssp. compactum,Plants,1,5923.25,NA,15,1,2,1,NA,16,0,-0.1638258,-0.1219078
Melicope makahae,Plants,1,6149.967,1,5,3,1,2,0,49,0,-0.1638258,-0.122832
Physaria obcordata,Plants,1,8831.77,1,8,2,2,2,1,91,0,-0.1638258,-0.122832
Rorippa gambelii,Plants,1,14580.39,1,5,3,1,2,0,56,1,-0.1638258,-0.1222315
Schiedea kauaiensis,Plants,1,14217.84,1,5,3,1,2,0,34,0,-0.1638258,-0.122832
Spiranthes parksii,Plants,3,58109.12,1,8,2,2,2,1,48,0,-0.1388993,-0.1208837
Eryngium cuneifolium,Plants,1,17361.25,1,2,3,2,2,0,35,0,-0.1638258,-0.122832
Abutilon sandwicense,Plants,1,248215.8,1,8,2,2,2,0,43,0,-0.1638258,-0.122832
Berberis nevinii,Plants,1,355.395,1,8,2,2,2,0,211,0,-0.1638258,-0.122832
Cyanea acuminata,Plants,2,9964.336,1,11,2,1,2,0,10,0,-0.1638258,-0.122832
Cyanea mauiensis,Plants,Prob. Extinct,6456.342,1,5,3,1,2,0,10,0,-0.1638258,-0.122832
Pittosporum hawaiiense,Plants,2,15134.92,1,5,3,1,2,0,73,0,-0.1638258,-0.122832
Astragalus clarianus,Plants,1,102.125,1,5,3,1,2,1,431,0,-0.1638258,-0.122832
Melicope balloui,Plants,1,8474.333,1,5,3,1,2,0,49,0,-0.1638258,-0.122832
Trifolium trichocalyx,Plants,1,4078.872,1,5,3,1,2,1,229,0,-0.1509088,-0.1219202
Silene lanceolata,Plants,1,118767.3,1,2,3,2,2,0,491,0,-0.1638258,-0.122832
Cenchrus agrimonioides,Plants,1,128337.4,1,5,3,1,2,0,85,0,-0.1638258,-0.122832
Astragalus jaegerianus,Plants,2,77031.87,1,5,3,1,2,0,431,0,-0.1175785,-0.1218857
Dudleya parva,Plants,1,3976.747,1,3,3,2,1,0,29,0,-0.1604768,-0.1222961
Sagittaria secundifolia,Plants,1,1531.875,1,8,2,2,2,0,39,0,-0.1638258,-0.122832
Glaucocarpum suffrutescens,Plants,1,40261.76,1,5,3,1,2,1,5,0,-0.1638258,-0.122832
Asclepias welshii,Plants,1,27063.12,2,11,2,1,2,1,145,0,-0.1638258,-0.122832
Zanthoxylum oahuense,Plants,1,15456.62,1,5,3,1,2,0,20,0,-0.1638258,-0.122832
Pediocactus winkleri,Plants,2,58824,1,11,2,1,2,1,9,0,-0.1638258,-0.122832
Sidalcea oregana var. calva,Plants,1,435583.5,1,3,3,2,1,0,31,0,-0.1638258,-0.122832
Schiedea helleri,Plants,1,6310.304,1,5,3,1,2,0,34,0,-0.1638258,-0.122832
Echinocereus viridiflorus var. davisii,Plants,1,510.625,1,3,3,2,1,0,67,0,-0.1638258,-0.1214272
Tetramolopium lepidotum ssp. lepidotum,Plants,1,12511.33,1,3,3,2,1,0,11,0,-0.1638258,-0.122832
Phyllostegia floribunda,Plants,1,20135.99,1,5,3,1,2,0,33,0,-0.1638258,-0.122832
Pteris lydgatei,Plants,1,16544.25,1,5,3,1,2,0,24,0,-0.1638258,-0.122832
Pediocactus peeblesianus ssp. fickeiseniorum,Plants,2,38829.97,1,NA,NA,NA,NA,NA,9,0,-0.1638258,-0.122832
Holocarpha macradenia,Plants,1,14606.94,1,11,2,1,2,0,4,0,-0.1294998,-0.1172528
Chamaesyce rockii,Plants,1,9160.612,1,8,2,2,2,0,1982,0,-0.1638258,-0.122832
Colubrina oppositifolia,Plants,1,18810.4,1,5,3,1,2,0,12,0,-0.07441214,-0.0986969
Cyrtandra limahuliensis,Plants,2,5506.58,1,14,1,2,2,0,680,0,-0.1638258,-0.122832
Bidens amplectens,Plants,1,6149.967,1,2,3,2,2,0,50,0,-0.1638258,-0.122832
Gardenia mannii,Plants,1,250491.2,1,5,3,1,2,0,48,0,-0.1638258,-0.122832
Sesbania tomentosa,Plants,2,180024.9,1,2,3,2,2,0,47,0,-0.1638258,-0.122832
Phyllostegia kaalaensis,Plants,1,130569.9,1,5,3,1,2,0,33,0,-0.1638258,-0.122832
Cyanea mceldowneyi,Plants,1,6714.719,1,2,3,2,2,0,10,0,-0.1638258,-0.122832
Hoffmannseggia tenella,Plants,1,8247.615,1,2,3,2,2,0,25,0,-0.1638258,-0.122832
Neraudia ovata,Plants,1,134588.5,1,5,3,1,2,0,5,0,-0.1638258,-0.122832
Polygonella myriophylla,Plants,3,22845.36,1,8,2,2,2,0,11,0,-0.1638258,-0.122832
Carex lutea,Plants,2,34568.29,1,8,2,2,2,0,995,1,-0.1176234,-0.105191
Astragalus humillimus,Plants,1,39726.62,2,5,3,1,2,1,431,0,-0.1451862,-0.1223725
Pediocactus despainii,Plants,2,19644.76,1,11,2,1,2,0,9,0,-0.1260743,-0.1208441
Lupinus oreganus var. kincaidii,Plants,2,564962.6,1,6,3,1,1,1,165,0,-0.1638258,-0.122832
Echinacea laevigata,Plants,2,145555.7,2,5,3,1,2,0,15,0,-0.09227621,-0.1212342
Isodendrion laurifolium,Plants,1,10751.72,1,5,3,1,2,0,4,0,-0.1638258,-0.122832
Pritchardia kaalae,Plants,1,127171.2,1,5,3,1,2,0,20,0,-0.1638258,-0.122832
Geranium arboreum,Plants,1,86165.93,1,2,3,2,2,0,151,0,-0.1638258,-0.122832
Echinocereus chisoensis var. chisoensis,Plants,1,1772.89,1,9,2,2,1,0,67,0,-0.1638258,-0.122832
Trillium persistens,Plants,1,21446.25,1,8,2,2,2,0,49,0,-0.1496527,-0.1208798
Cyanea macrostegia ssp. gibsonii,Plants,1,7126.283,1,6,3,1,1,0,10,0,-0.1638258,-0.122832
Isoetes louisianensis,Plants,2,151075.6,1,14,1,2,2,0,121,0,-0.1638258,-0.1209657
Silene alexandri,Plants,1,13816.49,1,5,3,1,2,0,491,0,-0.1638258,-0.122832
Cyanea dunbarii,Plants,1,11135.71,1,5,3,1,2,0,10,0,-0.1638258,-0.122832
Cyanea marksii,Plants,1,10149.18,1,5,3,1,2,0,10,0,-0.1638258,-0.122832
Eryngium aristulatum var. parishii,Plants,1,181364.8,1,9,2,2,1,1,35,0,-0.1638258,-0.1194049
Crotalaria avonensis,Plants,1,3574.375,1,5,3,1,2,1,361,0,-0.1638258,-0.122832
Packera franciscana,Plants,1,934.4438,1,8,2,2,2,0,56,0,-0.1638258,-0.122832
Alopecurus aequalis var. sonomensis,Plants,1,24345.58,1,9,2,2,1,0,15,0,-0.1638258,-0.122832
Polygonum hickmanii,Plants,1,6547.234,1,5,3,1,2,0,115,0,-0.1638258,-0.122832
Lupinus nipomensis,Plants,1,1940.375,1,5,3,1,2,0,165,0,-0.1638258,-0.122832
Xyris tennesseensis,Plants,2,14964.38,1,8,2,2,2,0,26,0,-0.1638258,-0.122832
Melicope quadrangularis,Plants,1,10319.73,1,5,3,1,2,0,49,0,-0.1638258,-0.122832
Purshia subintegra,Plants,2,4697.75,1,2,3,2,2,0,4,0,-0.111182,-0.1076417
Poa mannii,Plants,1,6310.304,1,5,3,1,2,0,290,0,-0.1156939,-0.1225762
Warea carteri,Plants,3,8854.237,1,2,3,2,2,0,4,0,-0.1295743,-0.1218615
Linum carteri var. carteri,Plants,1,9395.5,1,NA,NA,NA,NA,NA,37,0,-0.1638258,-0.122832
Chamaesyce halemanui,Plants,1,5506.58,1,5,3,1,2,0,1982,0,-0.1638258,-0.122832
Hexastylis naniflora,Plants,3,207187.1,1,14,1,2,2,0,101,0,-0.1638258,-0.122832
Fremontodendron mexicanum,Plants,1,128389.5,1,8,2,2,2,0,3,0,-0.1322795,-0.1206145
Rhus michauxii,Plants,2,433658.5,2,2,3,2,2,0,39,0,-0.1638258,-0.122832
Schiedea kealiae,Plants,1,6494.129,1,8,2,2,2,0,34,0,-0.1638258,-0.122832
Clematis morefieldii,Plants,2,2553.125,1,8,2,2,2,0,148,0,-0.1638258,-0.122832
Conradina verticillata,Plants,3,18055.7,1,8,2,2,2,0,6,0,-0.1638258,-0.122832
Cyanea hamatiflora ssp. carlsonii,Plants,1,14983.78,1,6,3,1,1,0,10,0,-0.1638258,-0.122832
Mirabilis macfarlanei,Plants,2,255441.2,1,11,2,1,2,0,41,0,-0.1638258,-0.122832
Oxytropis campestris var. chartacea,Plants,1,2655.25,1,9,2,2,1,0,23,0,-0.1638258,-0.122832
Canavalia molokaiensis,Plants,1,18345.74,1,2,3,2,2,0,55,0,-0.1638258,-0.122832
Lesquerella lyrata,Plants,1,612.75,1,8,2,2,2,NA,91,0,-0.1529766,-0.1217736
Iris lacustris,Plants,3,113665.1,1,8,2,2,2,1,239,0,-0.1209784,-0.1028585
Aconitum noveboracense,Plants,3,85959.63,2,8,2,2,2,0,182,0,-0.08285215,-0.1179275
Melicope haupuensis,Plants,1,11993.56,1,5,3,1,2,0,49,0,-0.1638258,-0.122832
Gaura neomexicana ssp. coloradensis,Plants,2,70138.43,1,15,1,2,1,1,93,1,-0.1638258,-0.1199796
Labordia tinifolia var. wahiawaensis,Plants,1,10892.65,1,6,3,1,1,0,17,0,-0.1638258,-0.122832
Lipochaeta lobata var. leptophylla,Plants,1,7710.438,1,3,3,2,1,0,7,0,-0.1638258,-0.122832
Leavenworthia exigua var. laciniata,Plants,1,87527.25,1,9,2,2,1,0,8,0,-0.1638258,-0.122832
Labordia triflora,Plants,1,64878.99,1,5,3,1,2,0,17,0,-0.1638258,-0.122832
Hibiscadelphus distans,Plants,1,10319.73,1,2,3,2,2,0,8,0,-0.1369667,-0.1223522
Myrsine knudsenii,Plants,1,11993.56,1,5,3,1,2,0,45,0,-0.1638258,-0.122832
Diplazium molokaiense,Plants,1,12430.66,1,5,3,1,2,0,141,0,-0.1638258,-0.122832
