name,taxon,status_species,spending,region_num,priority,priority_threat,priority_potential,priority_rarity,conflict,ngenus,CommonNameFlag,ngrams_science,ngrams_common
Canis rufus,Mammals,1,1771674.39446367,1,5,3,1,2,1,8,0,1.16713939861621,2.0535439801483
Rhinichthys osculus oligoporus,Fishes,1,1696.1937716263,1,9,2,2,1,1,9,0,-0.11565929044185,-0.10931701809939
Ictalurus pricei,Fishes,Prob. Extinct,84809.6885813149,1,8,2,2,2,0,10,0,-0.0913650607989813,-0.0857121046244511
Acrocephalus familiaris kingi,Birds,1,50885.8131487889,1,9,2,2,1,0,43,1,-0.118248820362662,-0.105885109812058
Xantusia riversiana,Reptiles,1,13739.169550173,NA,8,2,2,2,0,14,0,0.0273534862056886,-0.0854262340548328
Chasmistes brevirostris,Fishes,1,1652601.5916955,2,2,3,2,2,1,5,0,0.0953167648249352,-0.0212812467048477
Etheostoma boschungi,Fishes,1,27987.1972318339,1,8,2,2,2,0,145,0,0.00741718602899376,-0.0807933290249732
Moho braccatus,Birds,Prob. Extinct,34093.4948096886,1,4,3,1,3,0,4,0,-0.0570534392903596,-0.112016716304306
Microtus pennsylvanicus dukecampbelli,Mammals,1,848.096885813149,1,6,3,1,1,0,62,0,-0.163825750489489,-0.122831986116968
Chrosomus cumberlandensis,Fishes,2,118394.325259516,2,11,2,1,2,0,8,1,-0.163825750489489,-0.0839935499537242
Epioblasma gubernaculum,Invertebrates,Extinct,12212.5951557093,2,6,3,1,1,NA,23,1,-0.163825750489489,-0.109587683831369
Rhadine persephone,Invertebrates,1,569412.249134948,1,2,3,2,2,NA,42,0,-0.0131434830773606,-0.0942216819111124
Callophrys mossii bayensis,Invertebrates,1,60214.8788927336,1,9,2,2,1,NA,21,0,-0.108102143932663,-0.0552749943114817
Physa natricina,Invertebrates,1,52751.6262975779,NA,5,3,1,2,0,17,0,-0.102929841576731,-0.0917666194597813
Pyrgulopsis bruneauensis,Invertebrates,1,231530.44982699,1,2,3,2,2,NA,127,0,-0.102278312633542,-0.117594926388832
Epioblasma curtisii,Invertebrates,1,28496.0553633218,2,6,3,1,1,0,23,0,-0.163825750489489,-0.122831986116968
Theliderma stapes,Invertebrates,Prob. Extinct,1526.57439446367,1,5,3,1,2,0,5,0,-0.163825750489489,-0.122831986116968
Parvaspina steinstansana,Invertebrates,1,6445.53633217993,1,5,3,1,2,0,1,0,-0.163825750489489,-0.111743067161107
Apodemia mormo langei,Invertebrates,1,79721.107266436,1,9,2,2,1,NA,11,0,-0.163825750489489,-0.122831986116968
Euproserpinus euterpe,Invertebrates,1,1696.1937716263,1,2,3,2,2,NA,3,0,-0.0817685218875583,-0.104415977787097
Fusconaia cor,Invertebrates,1,2205.05190311419,2,5,3,1,2,0,15,0,-0.0811712294952799,-0.0755245047030463
Alasmidonta heterodon,Invertebrates,1,201507.820069204,2,5,3,1,2,0,12,0,0.13498112358024,-0.120421216521082
Epioblasma perobliqua,Invertebrates,1,31549.2041522491,1,6,3,1,1,1,23,0,-0.163825750489489,-0.117600470423965
Potamilus inflatus,Invertebrates,1,101093.148788927,1,8,2,2,2,1,9,0,0.0111612637155588,-0.0658412757036742
Syncaris pacifica,Invertebrates,1,5088.58131487889,1,8,2,2,2,1,2,0,0.0544466647612195,-0.0731684621924137
Boloria improba acrocnema,Invertebrates,1,59366.7820069204,1,5,3,1,2,NA,16,1,-0.163825750489489,-0.0453370892253665
Hemistena lata,Invertebrates,1,17640.4152249135,2,4,3,1,3,0,1,0,-0.100310152835671,-0.109996413317741
Habroscelimorpha dorsalis dorsalis,Invertebrates,2,154862.491349481,1,6,3,1,1,NA,10,0,-0.163825750489489,-0.122831986116968
Potamilus capax,Invertebrates,2,22728.9965397924,2,2,3,2,2,1,9,1,0.291699494112376,0.0233874156553502
Papilio aristodemus ponceana,Invertebrates,1,226441.868512111,1,3,3,2,1,NA,28,0,-0.163825750489489,-0.122831986116968
Epioblasma penita,Invertebrates,1,11194.8788927336,1,2,3,2,2,1,23,0,-0.163825750489489,-0.122831986116968
Cyprogenia stegaria,Invertebrates,1,18997.3702422145,3,5,3,1,2,0,2,0,0.00672230523338116,-0.0141170049286107
Lemiox rimosus,Invertebrates,1,19675.8477508651,2,4,3,1,3,1,1,0,-0.110910926420037,-0.122271670576852
Pacifastacus fortis,Invertebrates,1,112627.266435986,1,5,3,1,2,0,4,0,-0.0618848264649626,-0.05892779940466
Dromus dromas,Invertebrates,1,12382.214532872,2,4,3,1,3,1,1,0,0.0142933581931567,-0.122640781220134
Epioblasma torulosa,Invertebrates,Extinct,13739.169550173,2,6,3,1,1,0,23,0,0.174158852147247,-0.121888563210088
Epioblasma othcaloogensis,Invertebrates,Prob. Extinct,16961.937716263,1,5,3,1,2,0,23,0,-0.120022759739953,-0.113669479315711
Discus macclintocki,Invertebrates,1,89898.2698961938,1,14,1,2,2,0,12,0,-0.163825750489489,-0.122831986116968
Quadrula fragosa,Invertebrates,1,28496.0553633218,3,2,3,2,2,1,17,0,0.0212716054980399,-0.0650604247577818
Epioblasma turgidula,Invertebrates,Extinct,3392.3875432526,1,5,3,1,2,0,23,0,-0.125766405230705,-0.1224495763233
Margaritifera hembeli,Invertebrates,1,43761.7993079585,1,8,2,2,2,0,13,0,0.0378131517373855,-0.0752821969913131
Obovaria retusa,Invertebrates,1,19506.2283737024,1,5,3,1,2,0,7,0,0.104259921003295,-0.0563121874826671
Cambarus aculabrum,Invertebrates,1,47663.044982699,2,5,3,1,2,0,119,0,-0.163825750489489,-0.122831986116968
Palaemonetes cummingi,Invertebrates,1,6784.77508650519,1,5,3,1,2,NA,64,0,-0.0544907322407921,-0.108212552143052
Pseudotryonia alamosae,Invertebrates,1,9159.44636678201,1,14,1,2,2,0,4,0,-0.163825750489489,-0.122831986116968
Lirceus usdagalun,Invertebrates,2,35959.3079584775,1,8,2,2,2,0,16,0,-0.0681876073021379,-0.111726342599832
Idaholanx fresti,Invertebrates,1,46814.9480968858,1,8,2,2,2,0,1,0,-0.163825750489489,-0.109816909858746
Lampsilis higginsii,Invertebrates,1,572974.256055363,2,2,3,2,2,1,24,0,-0.15254059355187,-0.1080351388792
Polygyriscus virginianus,Invertebrates,1,2883.52941176471,1,4,3,1,3,0,1,0,-0.163825750489489,-0.122831986116968
Medionidus parvulus,Invertebrates,1,17810.0346020761,1,5,3,1,2,0,6,0,-0.12197075688074,-0.113882576408243
Nicrophorus americanus,Invertebrates,2,385714.46366782,5,5,3,1,2,NA,69,0,0.383406418617482,0.0165079609985584
Epioblasma obliquata,Invertebrates,1,16792.3183391003,2,6,3,1,1,0,23,1,-0.0385906144714792,0.248571730790702
Desmocerus californicus dimorphus,Invertebrates,2,1758444.08304498,1,9,2,2,1,NA,3,0,0.108934611482447,0.0866705333788398
Epioblasma walkeri,Invertebrates,1,41217.508650519,2,5,3,1,2,0,23,0,-0.0640545401967584,-0.121886923928456
Pleurobema decisum,Invertebrates,2,26630.2422145329,1,5,3,1,2,0,24,0,-0.0559646254016549,-0.108871915735645
Plebejus anna lotis,Invertebrates,Prob. Extinct,11873.3564013841,1,6,3,1,1,NA,15,1,-0.163825750489489,-0.0824205976530013
Speyeria zerene hippolyta,Invertebrates,1,198115.432525952,2,3,3,2,1,NA,16,0,0.0981820907892166,0.0129180479984128
Texella reddelli,Invertebrates,2,569412.249134948,1,2,3,2,2,NA,21,0,-0.0209501521810423,-0.0954759757162081
Novisuccinea chittenangoensis,Invertebrates,1,18658.1314878893,1,5,3,1,2,0,2,0,-0.163825750489489,-0.122831986116968
Pleurobema marshalli,Invertebrates,Extinct,3562.00692041523,1,5,3,1,2,0,24,0,-0.163825750489489,-0.122831986116968
Lampsilis abrupta,Invertebrates,2,199133.148788927,3,5,3,1,2,0,24,0,0.00902120175327621,0.0512172014679942
Texella reyesi,Invertebrates,2,18658.1314878893,1,2,3,2,2,NA,21,0,-0.154836856420407,-0.120678180292182
Tartarocreagris texana,Invertebrates,1,569412.249134948,1,2,3,2,2,NA,14,0,-0.154790667223562,-0.104101149243695
Faxonius shoupi,Invertebrates,1,8480.96885813149,1,11,2,1,2,1,31,1,-0.163825750489489,-0.0573909528256567
Ellipsoptera puritana,Invertebrates,1,53090.8650519031,1,5,3,1,2,NA,13,1,-0.163825750489489,-0.0839237950528235
Batrisodes texanus,Invertebrates,1,19506.2283737024,1,2,3,2,2,NA,8,0,-0.163825750489489,-0.122831986116968
Theliderma intermedia,Invertebrates,1,16113.8408304498,2,5,3,1,2,1,5,0,-0.163825750489489,-0.0794932933168962
Texamaurops reddelli,Invertebrates,1,18658.1314878893,1,2,3,2,2,NA,1,0,-0.0642643330716591,-0.102729488069158
Antrolana lira,Invertebrates,3,1696.1937716263,1,4,3,1,3,0,1,0,-0.0942451421930239,-0.104747643411008
Pleurobema taitianum,Invertebrates,1,13060.6920415225,1,5,3,1,2,1,24,0,-0.163825750489489,-0.122831986116968
Pegias fabula,Invertebrates,1,773633.979238754,2,4,3,1,3,0,1,0,-0.163825750489489,-0.122831986116968
Arcidens wheeleri,Invertebrates,1,83791.9723183391,2,4,3,1,3,1,2,0,-0.131164073197397,-0.121435218743921
Toxolasma cylindrellus,Invertebrates,1,3562.00692041523,1,5,3,1,2,0,8,0,-0.134834739453592,-0.0778116368633133
Icaricia icarioides missionensis,Invertebrates,1,55974.3944636678,1,9,2,2,1,NA,5,1,-0.0775976590909143,0.0378718496837619
Euphydryas editha bayensis,Invertebrates,1,25442.9065743945,1,3,3,2,1,NA,6,0,-0.163825750489489,-0.122831986116968
Thermosphaeroma thermophilum,Invertebrates,1,6784.77508650519,1,2,3,2,2,0,7,0,-0.113768937874818,-0.0976362643710763
Epioblasma florentina,Invertebrates,Extinct,11873.3564013841,1,6,3,1,1,0,23,1,-0.0310334064461426,0.00166891040815176
Pleurobema curtum,Invertebrates,Prob. Extinct,6445.53633217993,1,5,3,1,2,1,24,0,-0.163825750489489,-0.122831986116968
Hamiota altilis,Invertebrates,2,16113.8408304498,1,8,2,2,2,0,4,0,-0.163825750489489,-0.122831986116968
Orthalicus reses,Invertebrates,2,123482.906574394,1,3,3,2,1,0,2,0,-0.163825750489489,-0.122831986116968
Lampsilis virescens,Invertebrates,1,1865.81314878893,1,5,3,1,2,0,24,0,-0.0545633778865992,-0.122831986116968
Lasmigona decorata,Invertebrates,1,1356.95501730104,1,5,3,1,2,0,8,0,-0.107870487063871,-0.105801148712372
Pleuronaia gibber,Invertebrates,1,1696.1937716263,1,5,3,1,2,0,5,1,-0.163825750489489,-0.0765786966299231
Oxyloma kanabense,Invertebrates,1,16961.937716263,2,6,3,1,1,1,15,0,-0.163825750489489,-0.0868094795612405
Epioblasma metastriata,Invertebrates,Prob. Extinct,17810.0346020761,1,5,3,1,2,0,23,0,-0.102987028509748,-0.111223637051893
Taylorconcha serpenticola,Invertebrates,1,61232.5951557093,1,8,2,2,2,0,2,0,-0.163825750489489,-0.100839546598994
Parvaspina collina,Invertebrates,1,72597.0934256055,2,5,3,1,2,0,1,0,-0.163825750489489,-0.0910022158661954
Fusconaia cuneolus,Invertebrates,1,12551.8339100346,2,5,3,1,2,0,15,0,0.0423962028612593,-0.120969796194002
Tulotoma magnifica,Invertebrates,2,32397.301038062302,1,5,3,1,2,0,1,0,0.0323144018975979,0.0272018024075559
Palaemonias ganteri,Invertebrates,1,678.477508650519,1,5,3,1,2,NA,2,0,-0.163825750489489,-0.122831986116968
Valvata utahensis,Invertebrates,2,63776.8858131488,NA,5,3,1,2,0,38,0,-0.0439609050769646,-0.122831986116968
Epioblasma rangiana,Invertebrates,2,173859.861591696,3,12,2,1,1,0,23,0,-0.13270036161169,-0.0961538724570243
Ambrysus amargosus,Invertebrates,1,23746.7128027682,1,8,2,2,2,NA,5,0,-0.0722771277304919,-0.0954656773720177
Euphilotes enoptes smithi,Invertebrates,1,37655.5017301038,1,9,2,2,1,NA,13,0,-0.163825750489489,-0.122831986116968
Plethobasus cicatricosus,Invertebrates,1,148925.813148789,1,5,3,1,2,0,3,0,0.00485027392125212,-0.0844571242371134
Triodopsis platysayoides,Invertebrates,1,12551.8339100346,1,5,3,1,2,0,42,0,-0.163825750489489,-0.122831986116968
Pyrgulopsis neomexicana,Invertebrates,1,9159.44636678201,1,14,1,2,2,0,127,0,-0.092626571494351,-0.112006988792217
Lampsilis powellii,Invertebrates,2,848.096885813149,1,8,2,2,2,0,24,1,-0.163825750489489,-0.0841579766863268
Medionidus acutissimus,Invertebrates,2,47663.044982699,1,8,2,2,2,0,6,0,-0.102242585686751,-0.11301257566964901
Hamiota perovalis,Invertebrates,2,48171.9031141869,1,8,2,2,2,0,4,0,-0.163825750489489,-0.122831986116968
Plethobasus cooperianus,Invertebrates,1,2719337.85467128,2,5,3,1,2,0,3,0,0.223128031645441,-0.122831986116968
Neonympha mitchellii mitchellii,Invertebrates,1,169958.615916955,3,3,3,2,1,NA,3,0,-0.163825750489489,-0.122831986116968
Theliderma sparsa,Invertebrates,1,12212.5951557093,2,5,3,1,2,0,5,0,-0.163825750489489,-0.0986922221330733
Pleurobema plenum,Invertebrates,1,32227.6816608997,3,5,3,1,2,0,24,1,0.132248366185364,-0.0668572555735747
Rhaphiomidas terminatus abdominalis,Invertebrates,1,15265.7439446367,1,6,3,1,1,NA,16,0,-0.163825750489489,-0.122831986116968
Plebejus samuelis,Invertebrates,2,2226084.70588235,2,5,3,1,2,NA,15,1,-0.163825750489489,0.193272053154988
Palaemonias alabamae,Invertebrates,2,118903.183391003,1,5,3,1,2,0,2,0,-0.0223209932627903,-0.0913921781366433
Hesperia leonardus montana,Invertebrates,1,5088.58131487889,1,9,2,2,1,NA,19,1,-0.0561832135374934,-0.0830473693808534
Tayshaneta myopica,Invertebrates,1,569412.249134948,1,2,3,2,2,NA,NA,0,-0.163825750489489,-0.100681102093338
Haplostachys haplostachya,Plants,1,6784.77508650519,1,2,3,2,2,0,5,0,-0.0728768025010691,-0.100294944966362
Echinomastus mariposensis,Plants,2,2544.29065743945,1,2,3,2,2,0,25,0,-0.163825750489489,-0.122831986116968
Scaevola coriacea,Plants,1,13908.7889273356,1,2,3,2,2,0,75,0,-0.0555684895517904,-0.109352117263648
Pediocactus bradyi,Plants,1,44101.0380622837,1,2,3,2,2,0,9,0,-0.163825750489489,-0.122831986116968
Pogogyne nudiuscula,Plants,1,1696.1937716263,1,2,3,2,2,NA,7,0,-0.163825750489489,-0.122831986116968
Wilkesia hobdyi,Plants,1,5088.58131487889,1,5,3,1,2,0,2,0,-0.0684155056327249,-0.115705019376872
Gouania meyenii,Plants,1,7293.63321799308,1,8,2,2,2,0,12,0,-0.163825750489489,-0.122831986116968
Gardenia brighamii,Plants,1,18997.3702422145,1,2,3,2,2,0,48,1,-0.0478945568144266,0.335532942834599
Kokia drynarioides,Plants,1,20015.0865051903,1,2,3,2,2,NA,4,0,-0.163825750489489,-0.122831986116968
Lomatium bradshawii,Plants,2,127893.010380623,1,8,2,2,2,0,82,0,5.124039283233e-4,-0.120879603424011
Schoenocrambe argillacea,Plants,1,8480.96885813149,1,14,1,2,2,0,1,0,-0.142027124616156,-0.120141558366137
Astragalus robbinsii var. jesupii,Plants,1,22050.5190311419,1,7,2,2,3,1,431,0,-0.163825750489489,-0.122831986116968
Lindera melissifolia,Plants,3,59027.5432525952,2,8,2,2,2,0,37,0,0.11471057871253,-0.0281936875413177
Spiranthes diluvialis,Plants,2,199302.76816609,3,2,3,2,2,1,48,0,-0.163825750489489,-0.122831986116968
Abutilon menziesii,Plants,1,7802.49134948097,1,2,3,2,2,1,43,0,-0.163825750489489,-0.122831986116968
Ctenitis squamigera,Plants,1,2883.52941176471,1,5,3,1,2,NA,54,1,-0.133217322358687,-0.0839369674766365
Isodendrion hosakae,Plants,1,13399.9307958478,1,5,3,1,2,NA,4,0,-0.163825750489489,-0.122831986116968
Lysimachia asperulifolia,Plants,3,81417.3010380623,1,8,2,2,2,0,126,0,-0.163825750489489,-0.122831986116968
Pritchardia munroi,Plants,1,2883.52941176471,1,2,3,2,2,0,20,0,-0.163825750489489,-0.122831986116968
Geum radiatum,Plants,2,30531.4878892734,1,2,3,2,2,NA,36,0,0.112299486871068,-0.0791216598253559
Asclepias meadii,Plants,2,535827.612456747,2,8,2,2,2,0,145,0,-0.163825750489489,-0.122831986116968
Escobaria minima,Plants,1,2883.52941176471,1,2,3,2,2,0,17,0,-0.163825750489489,-0.112130715467228
Cycladenia humilis var. jonesii,Plants,2,24764.4290657439,2,9,2,2,1,0,1,0,-0.163825750489489,-0.122831986116968
Cirsium vinaceum,Plants,1,24594.8096885813,1,2,3,2,2,0,72,0,-0.0507224223997284,-0.111666164324762
Cirsium pitcheri,Plants,2,36807.4048442907,1,8,2,2,2,1,72,0,0.63455994165914,-0.101742386366743
Ziziphus celata,Plants,1,5088.58131487889,1,5,3,1,2,0,34,0,0.0502643087207441,-0.10048380403693
Schiedea haleakalensis,Plants,1,2544.29065743945,1,2,3,2,2,0,34,0,-0.163825750489489,-0.122831986116968
Phyllostegia mollis,Plants,1,2544.29065743945,1,8,2,2,2,0,33,0,-0.163825750489489,-0.122831986116968
Tetraneuris herbacea,Plants,1,2035.43252595156,1,6,3,1,1,1,9,0,-0.156334198918129,-0.0709842507021353
Erysimum capitatum var. angustatum,Plants,1,3392.3875432526,1,6,3,1,1,0,24,1,-0.163825750489489,-0.0816667393660886
Thelypodium stenopetalum,Plants,1,11873.3564013841,1,5,3,1,2,1,16,0,-0.163825750489489,-0.122831986116968
Erythronium propullans,Plants,1,6954.39446366782,1,8,2,2,2,1,28,0,-0.163825750489489,-0.122831986116968
Limnanthes floccosa ssp. californica,Plants,1,8480.96885813149,1,2,3,2,2,1,7,0,-0.163825750489489,-0.122831986116968
Schoenocrambe barnebyi,Plants,1,8480.96885813149,1,5,3,1,2,0,1,0,-0.163825750489489,-0.122831986116968
Silene polypetala,Plants,2,339.238754325259,1,8,2,2,2,0,491,0,0.01858185802715,-0.0554713594001125
Spigelia gentianoides,Plants,1,1865.81314878893,1,2,3,2,2,0,15,0,0.0788373911421113,-0.0932169606572314
Rhododendron chapmanii,Plants,1,197267.335640138,1,8,2,2,2,1,529,0,-0.163825750489489,-0.122831986116968
Pedicularis furbishiae,Plants,1,30531.4878892734,1,14,1,2,2,0,366,0,-0.163825750489489,-0.122831986116968
Astragalus limnocharis var. montii,Plants,1,6445.53633217993,1,17,1,1,2,0,431,0,-0.163825750489489,-0.120721058933311
Carex specuicola,Plants,2,29174.5328719723,2,8,2,2,2,0,995,0,-0.0178240517976503,-0.100830034418226
Echinocactus horizonthalonius var. nicholii,Plants,2,26799.8615916955,1,3,3,2,1,0,6,0,-0.163825750489489,-0.122831986116968
Sisyrinchium dichotomum,Plants,2,5936.67820069204,1,8,2,2,2,0,126,0,-0.163825750489489,-0.122831986116968
Potamogeton clystocarpus,Plants,1,20693.5640138408,1,5,3,1,2,0,117,0,-0.0820117490009445,-0.117922869690119
Arabis mcdonaldiana,Plants,3,16792.3183391003,2,2,3,2,2,0,103,0,-0.163825750489489,-0.122831986116968
Frankenia johnstonii,Plants,3,52582.0069204152,NA,5,3,1,2,0,11,0,-0.0866618313310089,-0.107270063862674
Vicia menziesii,Plants,1,7293.63321799308,1,2,3,2,2,1,165,0,0.0104895432575952,-0.111034956676466
Pediocactus sileri,Plants,2,23068.2352941176,2,8,2,2,2,0,9,0,-0.0191453457735518,-0.0926859480912278
Dubautia latifolia,Plants,1,5088.58131487889,1,5,3,1,2,0,30,0,-0.163825750489489,-0.122831986116968
Nitrophila mohavensis,Plants,1,3392.3875432526,1,8,2,2,2,0,4,0,-0.086868639898421,-0.0927403808898594
Acaena exigua,Plants,1,2544.29065743945,1,5,3,1,2,0,29,0,-0.0146174269151432,-0.116962228152762
Lupinus westianus var. aridorum,Plants,1,169.61937716263,1,2,3,2,2,1,165,0,-0.163825750489489,-0.101005313350432
Chorizanthe valida,Plants,1,1696.1937716263,1,2,3,2,2,0,33,0,-0.0221478251607725,-0.10689877313579
Eriogonum ovalifolium var. williamsiae,Plants,1,13569.5501730104,1,3,3,2,1,0,231,0,-0.163825750489489,-0.111480037145045
Caesalpinia kavaiensis,Plants,1,28326.4359861592,1,5,3,1,2,0,25,0,-0.11506961647982,-0.0990096607736562
Phacelia argillacea,Plants,1,3562.00692041523,1,5,3,1,2,0,166,0,-0.0383945432171797,-0.0985470506276462
Sclerocactus mesae-verdae,Plants,2,100753.910034602,2,8,2,2,2,1,25,1,-0.112557857752927,-0.0839018444555898
Bidens wiebkei,Plants,1,2883.52941176471,1,2,3,2,2,0,50,0,-0.163825750489489,-0.122831986116968
Mentzelia leucophylla,Plants,1,3392.3875432526,1,8,2,2,2,0,88,0,-0.163825750489489,-0.122831986116968
Santalum freycinetianum var. lanaiense,Plants,1,4410.10380622837,1,3,3,2,1,0,8,0,-0.163825750489489,-0.122831986116968
Marshallia mohrii,Plants,3,2713.91003460208,1,14,1,2,2,0,8,0,-0.163825750489489,-0.122831986116968
Orcuttia californica,Plants,1,1696.1937716263,1,5,3,1,2,1,5,0,0.0238990041693422,-0.091795333759684
Lobelia niihauensis,Plants,2,2544.29065743945,1,11,2,1,2,0,53,0,-0.163825750489489,-0.122831986116968
Tetramolopium rockii,Plants,1,2883.52941176471,1,14,1,2,2,0,11,0,-0.163825750489489,-0.122831986116968
Platanthera leucophaea,Plants,2,158424.498269896,2,8,2,2,2,0,85,0,-0.163825750489489,-0.122831986116968
Cyanea undulata,Plants,1,5767.05882352941,1,11,2,1,2,0,10,0,-0.163825750489489,-0.122831986116968
Rhynchospora knieskernii,Plants,2,38333.9792387543,1,14,1,2,2,NA,93,0,-0.163825750489489,-0.122831986116968
Deeringothamnus rugelii,Plants,1,5088.58131487889,1,2,3,2,2,0,2,0,-0.0736933169129885,-0.113569229207028
Eriogonum gypsophilum,Plants,1,42744.0830449827,1,8,2,2,2,0,231,0,-0.163825750489489,-0.122831986116968
Camissonia benitensis,Plants,2,33923.875432526,1,5,3,1,2,1,12,0,-0.101602472001244,-0.116725640863511
Sidalcea nelsoniana,Plants,2,55974.3944636678,1,8,2,2,2,1,31,0,-0.163825750489489,-0.122831986116968
Penstemon haydenii,Plants,1,91933.7024221453,1,11,2,1,2,1,248,0,0.315303877570827,0.00521625869886112
Tetramolopium remyi,Plants,1,4410.10380622837,1,5,3,1,2,0,11,0,-0.163825750489489,-0.122831986116968
Clermontia oblongifolia ssp. mauiensis,Plants,1,2883.52941176471,1,6,3,1,1,0,23,0,-0.163825750489489,-0.122831986116968
Chorizanthe howellii,Plants,1,1696.1937716263,1,2,3,2,2,0,33,0,-0.163825750489489,-0.122831986116968
Acanthomintha duttonii,Plants,1,3392.3875432526,1,6,3,1,1,1,4,1,-0.152629270700429,-0.11106416925729
Spiraea virginiana,Plants,2,57331.3494809689,3,8,2,2,2,0,89,0,0.188479568816751,-0.0765939779996813
Liatris helleri,Plants,2,16113.8408304498,1,8,2,2,2,0,49,0,0.0249393053244374,-0.119869491127116
Asplenium scolopendrium var. americanum,Plants,2,21372.0415224913,3,9,2,2,1,0,100,1,-0.163825750489489,-0.110103507555609
Coryphantha ramillosa,Plants,2,678.477508650519,1,8,2,2,2,NA,44,0,-0.130814434125126,-0.108665286472554
Macbridea alba,Plants,2,33075.7785467128,1,8,2,2,2,0,2,0,-0.163825750489489,-0.122831986116968
Gouania hillebrandii,Plants,1,5088.58131487889,1,8,2,2,2,0,12,0,-0.163825750489489,-0.122831986116968
Lipochaeta venosa,Plants,1,15096.124567474,1,5,3,1,2,0,7,0,-0.163825750489489,-0.122831986116968
Solidago albopilosa,Plants,2,7632.87197231834,NA,8,2,2,2,0,89,0,-0.163825750489489,-0.122831986116968
Amsonia kearneyana,Plants,1,226102.629757785,1,2,3,2,2,0,16,0,-0.163825750489489,-0.122831986116968
Schiedea lydgatei,Plants,1,2883.52941176471,1,8,2,2,2,0,34,0,-0.163825750489489,-0.122831986116968
Phyllostegia mannii,Plants,1,2883.52941176471,1,2,3,2,2,0,33,0,-0.163825750489489,-0.122831986116968
Lesquerella filiformis,Plants,3,277666.920415225,2,8,2,2,2,0,91,0,0.00582383906321327,-0.111489016932856
Torreya taxifolia,Plants,1,1017.71626297578,1,5,3,1,2,0,7,0,0.419191240702398,-0.0384960900974999
Lesquerella congesta,Plants,1,8480.96885813149,1,14,1,2,2,0,91,0,-0.0300742970362708,-0.101787856527336
